EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
3693,Amya,Vega,20-May-19,30-Aug-20,Production Technician II,Alexa Smith,SVG,Active,Part-Time,Zone B,Temporary,Involuntary,Production       ,Project Management - Con,01-08-1977,MA,Field Project Manager,Female,13727,White,Married,Exceeds,2
3699,Madelyn,Mcdonald,30-Aug-22,20-Sep-22,Production Technician I,Justin Harris,PYZ,Voluntarily Terminated,Part-Time,Zone B,Temporary,Involuntary,Production       ,Engineers,31-01-1977,MA,Engineer,Male,48065,Asian,Divorced,PIP,2
3701,Genesis,Coleman,09-Nov-19,,Production Technician I,Bryan Greer,NEL,Active,Part-Time,Zone B,Temporary,Unk,Production       ,Shop (Fleet),20-06-1948,MA,Mechanic,Male,35917,Other,Single,PIP,2
3717,Keshawn,Le,18-May-23,,Production Technician II,Samuel Turner,EW,Active,Contract,Zone B,Full-Time,Unk,Production       ,Field Operations,07-11-1992,MA,Specialist,Female,21090,Asian,Married,Fully Meets,2
3721,Johnny,Goodman,12-Feb-20,07-Apr-20,Production Technician I,Loretta Gonzalez,NEL,Active,Full-Time,Zone B,Full-Time,Resignation,Production       ,Fielders,24-03-1960,MA,Engineer,Male,24794,Black,Widowed,Fully Meets,2
3722,Nehemiah,Hancock,16-Feb-20,09-Jan-22,Production Technician I,Alice Key,PL,Voluntarily Terminated,Part-Time,Zone B,Full-Time,Involuntary,Production       ,Field Operations,31-08-1947,MA,Laborer,Male,80316,White,Married,Fully Meets,2
3736,Carsen,Wheeler,18-Oct-20,22-Mar-23,Production Technician I,Kimberly Soto,SVG,Active,Full-Time,Zone A,Part-Time,Resignation,Production       ,Wireline Construction,02-07-1976,MA,Laborer,Male,95345,Other,Married,Fully Meets,2
3742,Gabriel,Pearson,22-Sep-21,15-May-23,Production Technician II,Ryan Anderson,PYZ,Active,Contract,Zone A,Temporary,Resignation,Production       ,Field Operations,12-09-1981,MA,Manager,Female,81011,Asian,Married,Fully Meets,2
3743,Mercedes,Cook,30-May-20,,Production Technician I,Stephanie Valdez,WBL,Active,Contract,Zone A,Part-Time,Unk,Production       ,General - Con,13-09-1950,MA,Locator,Male,13394,Black,Married,Fully Meets,2
3747,Gabriel,Kirk,09-Sep-21,10-Feb-23,Production Technician I,Chelsea Bright,CCDR,Voluntarily Terminated,Part-Time,Zone C,Temporary,Retirement,Production       ,Technology / It,17-02-1944,MA,Technician,Male,56563,Black,Widowed,Fully Meets,2
3752,Deven,Morse,06-Jul-22,,Production Technician I,Morgan Ross,PYZ,Active,Full-Time,Zone A,Temporary,Unk,Production       ,Engineers,12-10-1954,MA,Engineer,Male,11664,White,Divorced,Fully Meets,2
3757,Salvatore,Noble,17-Oct-22,26-Mar-23,Production Technician I,Debra Yang,CCDR,Future Start,Full-Time,Zone B,Part-Time,Involuntary,Production       ,Aerial,28-10-1993,MA,Lineman,Male,7481,Asian,Single,Fully Meets,2
3762,Gavyn,Riggs,18-Jul-20,,Production Technician II,Lauren Villarreal,SVG,Active,Part-Time,Zone B,Temporary,Unk,Production       ,Engineers,11-05-1949,MA,Engineer,Female,65366,Black,Divorced,Fully Meets,2
3767,Kale,Fischer,26-Aug-21,05-Sep-22,Production Technician I,Zachary Nelson,TNS,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Retirement,Production       ,General - Con,07-03-1993,MA,Laborer,Female,46087,Black,Divorced,Fully Meets,2
3428,Paula,Small,11-Feb-23,,Production Technician I,Renee Mccormick,EW,Active,Contract,Zone A,Part-Time,Unk,Production       ,Aerial,30-08-1965,MA,Labor,Male,6593,Hispanic,Widowed,Fully Meets,3
3431,Jasmine,Onque,29-Jun-19,,Area Sales Manager,Jason Kim,TNS,Active,Contract,Zone A,Temporary,Unk,Sales,General - Con,29-08-1969,FL,Laborer,Female,33174,Other,Married,Fully Meets,3
3432,Maruk,Fraval,17-Jan-20,,Area Sales Manager,Sheri Campos,BPC,Active,Contract,Zone B,Full-Time,Unk,Sales,Field Operations,03-04-1949,CT,Driver,Male,6050,Black,Married,Fully Meets,3
3435,Jac,McKinzie,18-Aug-18,,Area Sales Manager,Sharon Becker,NEL,Active5,Contract,Zone B,Part-Time,Unk,Sales,Executive,15-05-1974,TX,Executive Assistant,Male,78789,Black,Widowed,Exceeds,3
3438,Dheepa,Nguyen,10-Aug-18,04-Nov-19,Area Sales Manager,Brian Miller,MSC,Active,Full-Time,Zone C,Temporary,Retirement,Sales,General - Con,06-04-1948,GA,Technician,Female,30428,Asian,Married,Fully Meets,3
3439,Bartholemew,Khemmich,25-May-22,27-Nov-22,Area Sales Manager,Charles Parks,EW,Active,Full-Time,Zone A,Temporary,Involuntary,Sales,Splicing,24-11-1981,CO,Splicer,Male,80820,Other,Single,Fully Meets,3
3440,Xana,Potts,05-Dec-19,17-Feb-23,Area Sales Manager,Gregory Walker,CCDR,Active,Contract,Zone A,Full-Time,Resignation,Sales,Finance & Accounting,06-11-1951,KY,Controller,Female,40220,White,Divorced,Fully Meets,3
3443,Kristen,Tate,05-Apr-21,12-May-23,Area Sales Manager,Lauren Jones,WBL,Active,Full-Time,Zone C,Part-Time,Voluntary,IT/IS,Project Management - Con,08-04-1994,KY,Coordinator,Male,2621,Asian,Widowed,Fully Meets,3
3444,Bobby,Rodgers,28-Nov-21,04-Feb-22,Area Sales Manager,Matthew Jackson,NEL,Active,Contract,Zone A,Part-Time,Voluntary,Sales,Engineers,15-11-1983,KY,Director,Male,44553,Other,Widowed,Fully Meets,3
3447,Mariela,Schultz,26-May-20,18-Jun-23,Area Sales Manager,Michelle Evans MD,CCDR,Future Start,Part-Time,Zone C,Part-Time,Involuntary,Sales,General - Con,17-02-1964,TX,Technician,Female,43481,Asian,Widowed,Fully Meets,3
3448,Angela,Molina,01-Oct-19,06-Nov-20,Area Sales Manager,Patricia Cook,SVG,Future Start,Full-Time,Zone A,Temporary,Retirement,Sales,Engineers,12-05-1958,TX,Specialist,Male,50705,Asian,Widowed,Fully Meets,3
3451,Carlee,French,18-Feb-21,11-Nov-22,Area Sales Manager,Michael Bradshaw,TNS,Active,Contract,Zone C,Full-Time,Voluntary,Sales,General - Con,15-01-1968,CO,Technician,Male,71071,Other,Divorced,Exceeds,3
3456,Axel,Howe,06-Mar-23,,Area Sales Manager,Martin Hammond,NEL,Active,Full-Time,Zone A,Temporary,Unk,Sales,Field Operations,25-09-1946,KY,Technician,Female,79623,Black,Divorced,Fully Meets,3
3457,Milton,Wall,25-Sep-20,,Area Sales Manager,Sara Bell,PL,Active,Full-Time,Zone B,Temporary,Unk,Sales,Engineers,23-08-1947,KY,Technician,Female,69189,White,Divorced,Needs Improvement,3
3458,Cory,Robinson,28-Apr-22,24-May-23,Area Sales Manager,Elizabeth Anderson,BPC,Future Start,Contract,Zone A,Full-Time,Voluntary,Sales,Field Operations,12-08-1996,TX,Laborer,Female,5194,Hispanic,Single,Needs Improvement,3
3460,Alisa,James,19-Feb-20,,Area Sales Manager,Dennis Henderson,SVG,Active,Full-Time,Zone A,Full-Time,Unk,Sales,Aerial,10-02-1944,TX,Lineman,Male,74682,Asian,Married,Fully Meets,3
3462,Aliana,Nolan,13-Sep-18,17-Sep-21,Area Sales Manager,Brianna Mathews,MSC,Active,Contract,Zone A,Full-Time,Involuntary,Sales,Field Operations,09-08-1942,CO,Coordinator,Male,27270,Hispanic,Divorced,Needs Improvement,3
3465,Willow,Stuart,08-Nov-21,,Area Sales Manager,Elizabeth Tapia,WBL,Active,Full-Time,Zone B,Full-Time,Unk,Sales,General - Con,07-01-1962,MA,Flagger,Male,66150,Asian,Divorced,Needs Improvement,3
3469,Ryland,Shepherd,29-Jul-20,05-Jan-23,Area Sales Manager,James Berry,PL,Future Start,Contract,Zone B,Full-Time,Resignation,Sales,Field Operations,21-02-1945,TX,Driver,Female,81905,Asian,Divorced,Needs Improvement,3
3470,Esteban,Gilbert,14-Nov-18,28-Oct-19,Area Sales Manager,Gail Ali,BPC,Future Start,Contract,Zone C,Part-Time,Retirement,Sales,Field Operations,31-05-1997,TX,Technician,Female,12491,Black,Married,Needs Improvement,3
3592,Andre,Guzman,05-Oct-21,18-Jun-22,Production Technician I,Mrs. Audrey Gonzalez DDS,TNS,Future Start,Contract,Zone B,Full-Time,Voluntary,Production       ,Field Operations,23-12-1998,MA,Technician,Male,9454,Other,Single,Fully Meets,3
3606,Clarissa,Winters,01-Aug-19,20-Jan-23,Production Technician I,Eric Gonzales,SVG,Voluntarily Terminated,Part-Time,Zone C,Full-Time,Involuntary,Production       ,Billable Consultants,13-03-1965,MA,Engineer,Male,95618,Other,Divorced,Fully Meets,3
3608,Ally,Zhang,13-Feb-19,,Production Technician I,Ashley Williamson,MSC,Active,Full-Time,Zone C,Part-Time,Unk,Production       ,Field Operations,06-07-1979,MA,Technician,Male,74447,Other,Married,Fully Meets,3
3609,Kayleigh,Harmon,02-Jun-21,,Production Technician I,Frederick Harrison,TNS,Active,Contract,Zone B,Full-Time,Unk,Production       ,Shop (Fleet),09-06-1993,MA,Welder,Female,21318,Other,Widowed,Fully Meets,3
3610,Kayley,Myers,11-Oct-18,,Production Technician I,Brian Arnold,PYZ,Active,Part-Time,Zone C,Full-Time,Unk,Production       ,Field Operations,07-04-1973,MA,Laborer,Female,51430,Other,Single,Fully Meets,3
3618,Charlee,Roth,04-Feb-23,,Production Technician I,Erin Harris,MSC,Active,Part-Time,Zone B,Temporary,Unk,Production       ,Splicing,05-05-1944,MA,Splicer,Male,13186,Black,Married,Fully Meets,3
3619,Karissa,Bowers,23-Mar-23,01-May-23,Production Technician I,Robert Wright,TNS,Active,Full-Time,Zone A,Full-Time,Involuntary,Production       ,General - Con,17-03-1984,MA,Technician,Male,76278,Asian,Married,Fully Meets,3
3622,Danika,Fleming,09-Jul-20,10-Jul-21,Production Technician II,Christopher Ayers,SVG,Active,Part-Time,Zone A,Temporary,Resignation,Production       ,Field Operations,16-10-1995,MA,Laborer,Female,75607,Hispanic,Divorced,Fully Meets,3
3623,Jocelyn,Kline,11-Feb-19,,Production Technician II,Elizabeth Burton,EW,Active,Part-Time,Zone A,Full-Time,Unk,Production       ,Engineers,25-04-1958,MA,Engineer,Female,47289,Asian,Divorced,Fully Meets,3
3627,Ruth,Harrell,21-Aug-19,28-Oct-22,Production Technician II,Jesse Wilson,WBL,Voluntarily Terminated,Contract,Zone C,Full-Time,Resignation,Production       ,Field Operations,23-02-1967,MA,Supervisor,Female,52646,Black,Married,Fully Meets,3
3628,Peyton,Barber,18-Sep-20,,Production Technician II,Megan Small,NEL,Active,Contract,Zone B,Part-Time,Unk,Production       ,Engineers,27-01-1946,MA,Technician,Female,56126,Hispanic,Married,Fully Meets,3
3631,Shaniya,Becker,08-Aug-22,25-Oct-22,Production Technician I,Kristin Salinas,EW,Active,Contract,Zone C,Full-Time,Retirement,Production       ,Wireline Construction,28-04-1947,MA,Apprentice,Male,12978,Other,Divorced,Fully Meets,3
3632,Ryan,Oconnell,24-Sep-22,24-Oct-22,Production Technician I,Bridget Jones,CCDR,Active,Contract,Zone C,Full-Time,Involuntary,Production       ,Field Operations,03-10-1945,MA,Foreman,Male,37983,Asian,Married,Fully Meets,3
3636,Marc,Chandler,29-Jan-20,,Production Technician I,Jennifer Soto,NEL,Active,Contract,Zone B,Temporary,Unk,Production       ,Catv,13-03-1982,MA,Supervisor,Male,10775,Asian,Divorced,Fully Meets,3
3637,Abdullah,Pruitt,23-Apr-22,,Production Technician I,John Jones,PL,Active,Full-Time,Zone C,Full-Time,Unk,Production       ,Aerial,17-04-1995,MA,Engineer,Male,59441,Asian,Divorced,Fully Meets,3
3638,Shamar,Roth,15-Jun-23,,Production Technician I,Ernest Evans,BPC,Active,Full-Time,Zone C,Part-Time,Unk,Production       ,Field Operations,10-12-1978,MA,Inspector,Male,55470,Hispanic,Single,Fully Meets,3
3639,Jaylen,Acosta,19-Sep-19,14-Apr-20,Production Technician I,Mark Knight,CCDR,Future Start,Contract,Zone C,Full-Time,Retirement,Production       ,Field Operations,08-01-1966,MA,Runner,Female,8655,Hispanic,Divorced,Fully Meets,3
3640,Kale,House,07-Jan-23,,Production Technician I,Gina Leon,SVG,Active,Contract,Zone A,Temporary,Unk,Production       ,Field Operations,21-09-2000,MA,Foreman,Female,48077,Asian,Divorced,Fully Meets,3
3641,Kiersten,Ellis,07-Feb-20,01-May-21,Production Technician I,Eric Michael,EW,Future Start,Contract,Zone B,Full-Time,Voluntary,Production       ,General - Con,15-01-1971,MA,Operator,Male,56039,Other,Widowed,Fully Meets,3
3642,Karissa,Carrillo,29-Apr-20,12-Nov-21,Production Technician I,Alexandra Martin,MSC,Future Start,Contract,Zone B,Full-Time,Retirement,Production       ,Field Operations,31-05-1978,MA,Laborer,Male,7474,Black,Single,Fully Meets,3
3643,Issac,Whitehead,16-Apr-20,,Production Technician I,Eric Calderon,TNS,Active,Full-Time,Zone A,Full-Time,Unk,Production       ,Catv,22-03-1961,MA,Laborer,Male,9287,Asian,Single,Fully Meets,3
3644,Madisyn,Andrews,16-Jun-22,,Production Technician I,Thomas Jones,PYZ,Active,Part-Time,Zone B,Full-Time,Unk,Production       ,Field Operations,24-06-1986,MA,Laborer,Male,42213,Black,Married,Fully Meets,3
3645,Madyson,Rhodes,22-Jul-19,,Production Technician I,Bridget Mills,WBL,Active,Part-Time,Zone C,Full-Time,Unk,Production       ,General - Con,16-09-1977,MA,Technician,Male,34428,Asian,Single,Fully Meets,3
3646,Brenton,Rodriguez,22-Apr-23,,Production Technician II,Sara Bullock,SVG,Active,Part-Time,Zone A,Full-Time,Unk,Production       ,Splicing,01-01-1968,MA,Splicer,Female,77551,Hispanic,Widowed,Fully Meets,3
3647,Nathen,Arias,28-Dec-20,30-Jan-21,Production Technician II,Craig Leblanc,EW,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Involuntary,Production       ,Engineers,24-07-1966,MA,Engineer,Female,20847,Black,Single,Fully Meets,3
3650,Amirah,Stanley,03-Oct-19,28-Feb-22,Production Technician II,Jason Jenkins,PYZ,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Retirement,Production       ,Field Operations,25-12-1991,MA,Laborer,Female,72818,White,Divorced,Fully Meets,3
3651,Jeremy,Meyer,14-Oct-19,,Production Technician II,Chad Jones,WBL,Active,Full-Time,Zone C,Full-Time,Unk,Production       ,General - Con,19-01-1991,MA,Lineman,Female,90347,White,Single,Fully Meets,3
3652,Owen,Dillon,30-Aug-19,27-Aug-22,Production Technician I,Victoria Maldonado,NEL,Voluntarily Terminated,Part-Time,Zone C,Part-Time,Resignation,Production       ,Field Operations,16-08-1946,MA,Supervisor,Male,96845,Other,Married,Fully Meets,3
3653,Bridget,Bray,04-Feb-21,30-Jul-23,Production Technician I,William Watson,PL,Voluntarily Terminated,Contract,Zone B,Part-Time,Voluntary,Production       ,General - Con,29-06-1995,MA,Foreman,Male,67277,Asian,Widowed,Exceeds,3
3655,Martha,Kemp,25-Feb-23,,Production Technician I,Shelia Good,SVG,Active,Part-Time,Zone C,Full-Time,Unk,Production       ,Engineers,20-10-1998,MA,Engineer,Male,97142,Asian,Married,Fully Meets,3
3658,Emery,Gillespie,04-Nov-22,07-Jul-23,Production Technician I,Thomas Jackson,BPC,Active,Part-Time,Zone C,Temporary,Involuntary,Production       ,Project Management - Con,25-11-1966,MA,Technician,Female,95682,Black,Divorced,Fully Meets,3
3660,Aron,Hester,24-May-19,,Production Technician I,Joel Browning,EW,Active,Full-Time,Zone A,Full-Time,Unk,Production       ,Field Operations,21-06-1974,MA,Supervisor,Male,73540,Hispanic,Single,Exceeds,3
3661,Reagan,Brennan,28-Feb-22,05-Sep-22,Production Technician I,Denise Roman,MSC,Active,Contract,Zone C,Temporary,Involuntary,Production       ,Executive,22-05-1952,MA,Vp,Male,21624,Asian,Married,Fully Meets,3
3663,Brandon,Anderson,07-Oct-19,22-Jan-22,Production Technician I,Sean Kennedy,PL,Future Start,Part-Time,Zone B,Full-Time,Retirement,Production       ,General - Con,23-11-1977,MA,Foreman,Female,13534,Black,Single,Exceeds,3
3664,Diana,Garza,06-Oct-20,12-Jan-22,Production Technician I,Robert Reid,PYZ,Future Start,Full-Time,Zone C,Part-Time,Involuntary,Production       ,Field Operations,15-08-1956,MA,Locator,Female,2667,Other,Widowed,Fully Meets,3
3665,Dalton,Bowen,22-Nov-19,,Production Technician I,Lucas Morse,SVG,Active,Full-Time,Zone B,Temporary,Unk,Production       ,Field Operations,30-03-1985,MA,Field Technician,Male,54319,Asian,Married,Fully Meets,3
3666,Davin,Peters,29-Apr-22,21-Jan-23,Production Technician I,Melissa Shaw,TNS,Active,Full-Time,Zone A,Full-Time,Involuntary,Production       ,Field Operations,19-05-1956,MA,Laborer,Male,16052,Hispanic,Single,Fully Meets,3
3667,Leyla,Warren,11-Dec-22,28-Apr-23,Production Technician I,Brooke Meyer,WBL,Active,Part-Time,Zone B,Temporary,Resignation,Production       ,Billable Consultants,23-08-1998,MA,Technician,Male,18998,Black,Single,Fully Meets,3
3668,Victoria,Allen,06-Aug-23,06-Aug-23,Production Technician I,Christopher Clark,BPC,Active,Full-Time,Zone C,Full-Time,Voluntary,Production       ,Underground,24-05-1996,MA,Operator,Male,33735,Asian,Widowed,Needs Improvement,3
3669,Tyler,Hines,28-Mar-20,12-Mar-23,Production Technician I,Joshua Francis,CCDR,Voluntarily Terminated,Contract,Zone A,Temporary,Retirement,Production       ,Finance & Accounting,16-01-1967,MA,Clerk,Male,81928,Black,Widowed,Fully Meets,3
3670,Sandra,Atkinson,11-Aug-22,27-Mar-23,Production Technician II,Walter Shaw,SVG,Active,Full-Time,Zone A,Full-Time,Resignation,Production       ,Billable Consultants,17-01-1969,MA,Engineer,Female,14006,Hispanic,Widowed,Needs Improvement,3
3671,Simone,Hayes,26-Jan-23,19-Jun-23,Production Technician II,Alexander Roberts,EW,Voluntarily Terminated,Part-Time,Zone A,Temporary,Involuntary,Production       ,Splicing,29-12-1989,MA,Splicer,Female,45376,Asian,Divorced,Needs Improvement,3
3672,Rhett,Valenzuela,14-Jan-19,,Production Technician II,Aaron Holland,MSC,Active,Part-Time,Zone A,Full-Time,Unk,Production       ,General - Con,24-02-1991,MA,Foreman,Female,44501,Asian,Divorced,Fully Meets,3
3673,Lane,Zuniga,11-Jun-22,10-Jan-23,Production Technician II,Casey Morris,TNS,Voluntarily Terminated,Full-Time,Zone B,Temporary,Voluntary,Production       ,People Services,19-02-1973,MA,Manager,Female,47767,Other,Widowed,Fully Meets,3
3674,Isabelle,Shields,25-Jun-20,02-Mar-22,Production Technician II,Sarah Williamson,BPC,Voluntarily Terminated,Part-Time,Zone C,Part-Time,Voluntary,Production       ,Engineers,01-05-1996,MA,Engineer,Female,39141,Other,Single,Fully Meets,3
3675,Mario,Mays,08-Jun-20,29-Dec-22,Production Technician II,Melissa Torres,CCDR,Active,Full-Time,Zone C,Full-Time,Resignation,Production       ,Engineers,28-08-1952,MA,Technician,Female,70090,Hispanic,Divorced,Fully Meets,3
3676,Leah,Robinson,29-Aug-18,,Production Technician I,Craig Hawkins,BPC,Active,Contract,Zone B,Part-Time,Unk,Production       ,Yard (Material Handling),29-11-1993,MA,Associate,Male,35858,Black,Divorced,Fully Meets,3
3677,Dayami,Bailey,01-Oct-22,,Production Technician I,Matthew Hughes,CCDR,Active,Full-Time,Zone A,Full-Time,Unk,Production       ,Field Operations,04-02-1960,MA,Supervisor,Male,27462,Hispanic,Single,Fully Meets,3
3678,Ramon,Fleming,22-Jul-21,,Production Technician I,Chad Ramirez,SVG,Active,Full-Time,Zone A,Full-Time,Unk,Production       ,General - Eng,24-05-1999,MA,Drafter,Male,65321,Asian,Single,Fully Meets,3
3679,Pedro,Harrison,14-Dec-19,,Production Technician I,Erica Moore,EW,Active,Full-Time,Zone A,Full-Time,Unk,Production       ,Engineers,16-07-1989,MA,Engineer,Male,54017,Asian,Divorced,Fully Meets,3
3680,Harrison,Hudson,27-Mar-20,,Production Technician I,Felicia Ashley,MSC,Active,Part-Time,Zone B,Full-Time,Unk,Production       ,Underground,14-09-1985,MA,Operator,Female,51584,Other,Divorced,Fully Meets,3
3681,Taniya,Lane,25-Nov-21,,Production Technician I,James Williams,TNS,Active,Part-Time,Zone B,Temporary,Unk,Production       ,Engineers,17-03-1976,MA,Project Manager,Female,75321,Black,Widowed,Fully Meets,3
3683,Kai,Gaines,02-Nov-21,11-Dec-21,Production Technician I,Mackenzie Porter,WBL,Active,Part-Time,Zone C,Temporary,Involuntary,Production       ,Finance & Accounting,06-01-1956,MA,Administration,Male,33204,Other,Divorced,Fully Meets,3
3684,Noelle,Levy,01-Dec-19,25-Dec-22,Production Technician I,Robert Simmons,NEL,Active,Contract,Zone C,Part-Time,Involuntary,Production       ,Field Operations,03-08-1954,MA,Technician,Male,76198,Hispanic,Widowed,Fully Meets,3
3685,Kylie,Jimenez,16-Aug-22,10-Nov-22,Production Technician I,Jordan Harrison,PL,Active,Full-Time,Zone C,Full-Time,Retirement,Production       ,Project Management - Con,22-06-1986,MA,Coordinator,Male,10600,Asian,Widowed,Fully Meets,3
3688,Brynn,Harding,04-May-19,03-Aug-21,Production Technician I,Kathleen Clark,SVG,Future Start,Contract,Zone B,Full-Time,Involuntary,Production       ,Wireline Construction,19-09-1951,MA,Manager,Female,42113,Asian,Divorced,Exceeds,3
3689,Rashad,Wells,16-Jul-21,,Production Technician I,Jonathan Gutierrez,EW,Active,Contract,Zone A,Temporary,Unk,Production       ,Field Operations,29-12-1960,MA,Laborer,Male,95832,Asian,Married,Exceeds,3
3690,Jaylene,Deleon,04-Aug-20,27-Feb-21,Production Technician I,Adam Barber,MSC,Active,Part-Time,Zone A,Temporary,Voluntary,Production       ,Yard (Material Handling),14-11-1950,MA,Laborer,Male,60287,White,Single,Needs Improvement,3
3692,Zayne,Hunter,11-Nov-19,,Production Technician I,Lisa Jordan,PYZ,Active,Full-Time,Zone B,Part-Time,Unk,Production       ,Aerial,15-12-1979,MA,Lineman,Male,75371,Black,Widowed,Needs Improvement,3
3696,Aldo,Dyer,02-Sep-20,26-May-23,Production Technician II,Chase Ramirez,TNS,Voluntarily Terminated,Contract,Zone B,Part-Time,Resignation,Production       ,Wireless,07-10-1989,MA,Foreman,Female,74423,Hispanic,Widowed,PIP,3
3698,Julien,Banks,22-Mar-23,30-May-23,Production Technician II,Savannah Weber,WBL,Active,Full-Time,Zone A,Full-Time,Involuntary,Production       ,Catv,12-06-1984,MA,Foreman,Female,16462,Hispanic,Married,PIP,3
3702,Justice,Branch,13-Jul-19,,Production Technician I,David Brown,MSC,Active,Part-Time,Zone C,Part-Time,Unk,Production       ,Aerial,22-04-1976,MA,Foreman,Male,22165,Asian,Single,Exceeds,3
3705,Marcos,Gallagher,21-Nov-20,09-Apr-23,Production Technician I,Bridget Little,BPC,Active,Full-Time,Zone A,Part-Time,Involuntary,Production       ,General - Sga,27-05-1967,MA,Vp,Female,88723,White,Single,Exceeds,3
3706,Mareli,Parker,23-Sep-19,,Production Technician I,Lisa Hamilton,WBL,Active,Full-Time,Zone B,Part-Time,Unk,Production       ,Field Operations,08-11-1974,MA,Laborer,Male,59933,White,Divorced,Exceeds,3
3707,Joshua,Mitchell,11-Dec-22,,Production Technician I,Kenneth Keller,TNS,Active,Contract,Zone B,Temporary,Unk,Production       ,Engineers,01-12-1995,MA,Manager,Male,81280,Asian,Divorced,Exceeds,3
3713,Melanie,Kennedy,21-Jul-20,,Production Technician I,Michelle Miller,EW,Active,Full-Time,Zone B,Temporary,Unk,Production       ,General - Sga,10-04-1985,MA,Administrator,Male,87025,Hispanic,Widowed,Fully Meets,3
3719,Cannon,Hester,22-Jul-22,,Production Technician II,David Ward,TNS,Active,Contract,Zone B,Full-Time,Unk,Production       ,Underground,08-07-1947,MA,Laborer,Female,47989,Hispanic,Divorced,Fully Meets,3
3720,Crystal,Brandt,23-May-19,12-Sep-20,Production Technician II,Andrew Schneider,PYZ,Active,Part-Time,Zone B,Full-Time,Resignation,Production       ,Field Operations,18-12-1958,MA,Laborer,Female,31486,White,Single,Fully Meets,3
3723,Elliana,Villanueva,29-Apr-22,16-Jul-22,Production Technician I,Ryan Downs,BPC,Voluntarily Terminated,Full-Time,Zone A,Temporary,Retirement,Production       ,Wireline Construction,30-08-1972,MA,Laborer,Male,46742,Asian,Married,Fully Meets,3
3727,Katherine,Russo,26-Aug-21,,Production Technician I,Courtney Garcia,MSC,Active,Part-Time,Zone C,Temporary,Unk,Production       ,Field Operations,15-01-1945,MA,Supervisor,Female,37883,Other,Divorced,Fully Meets,3
3729,Heaven,Walls,08-Dec-22,04-Jul-23,Production Technician I,Natasha Spears,BPC,Active,Contract,Zone B,Part-Time,Voluntary,Production       ,Wireline Construction,01-01-1943,MA,Supervisor,Male,69873,Other,Divorced,Fully Meets,3
3731,Maximus,Fields,28-Feb-20,14-Dec-22,Production Technician I,Kimberly Phelps,EW,Active,Part-Time,Zone B,Part-Time,Retirement,Production       ,Field Operations,04-07-1998,MA,Engineer,Male,73555,Hispanic,Single,Fully Meets,3
3733,Halle,Boyd,20-Apr-20,23-Jul-22,Production Technician I,Deborah Stevens,NEL,Future Start,Contract,Zone C,Part-Time,Retirement,Production       ,Field Operations,15-10-1994,MA,Driver,Female,2035,Hispanic,Single,Fully Meets,3
3734,Lindsey,Rocha,07-Mar-19,,Production Technician I,Melissa Alvarez,PL,Active,Full-Time,Zone C,Temporary,Unk,Production       ,Technology / It,21-07-1964,MA,Engineer,Male,74284,White,Divorced,Fully Meets,3
3738,Kaitlynn,Blair,15-Apr-22,09-Jan-23,Production Technician II,Steven Carter,SVG,Voluntarily Terminated,Full-Time,Zone A,Temporary,Involuntary,Production       ,General - Con,03-09-2000,MA,Lineman,Female,21015,Hispanic,Widowed,Fully Meets,3
3739,Amir,Melendez,24-Aug-18,22-Mar-21,Production Technician II,Rachel Pham,EW,Voluntarily Terminated,Full-Time,Zone B,Temporary,Voluntary,Production       ,Field Operations,09-03-1951,MA,Tower Hand,Female,80870,Asian,Divorced,Fully Meets,3
3746,Bridget,Wu,13-Jul-20,,Production Technician I,Judy Lambert,BPC,Active,Part-Time,Zone B,Full-Time,Unk,Production       ,Shop (Fleet),21-08-1969,MA,Mechanic,Male,68039,Black,Widowed,Fully Meets,3
3751,Arthur,Mitchell,15-Oct-21,,Production Technician I,Eric Knight,TNS,Active,Contract,Zone A,Full-Time,Unk,Production       ,Aerial,24-12-1972,MA,Model Assistant,Male,32547,Other,Single,Fully Meets,3
3756,Junior,Bridges,24-May-21,,Production Technician I,Melissa Hernandez,BPC,Active,Full-Time,Zone A,Temporary,Unk,Production       ,Field Operations,01-06-1944,MA,Driller,Female,13669,Hispanic,Married,Fully Meets,3
3758,Heath,Hodges,16-Nov-22,24-Jun-23,Production Technician I,Alejandro Palmer,SVG,Voluntarily Terminated,Contract,Zone A,Temporary,Retirement,Production       ,Engineers,20-12-1946,MA,Engineer,Male,76897,Other,Divorced,Fully Meets,3
3760,Ryan,Tate,24-Aug-21,,Production Technician I,Sherry Morris,MSC,Active,Full-Time,Zone A,Part-Time,Unk,Production       ,General - Con,12-02-1960,MA,Technician,Male,20814,Other,Widowed,Fully Meets,3
3763,Giancarlo,Cross,12-Jan-23,06-Feb-23,Production Technician II,Randall Williams,EW,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Involuntary,Production       ,Finance & Accounting,25-06-1950,MA,Clerk,Female,40231,White,Widowed,Fully Meets,3
